Timeperiod,output_voltage,output_current,switch1_voltage,switch1_current,switch2_voltage,switch2_current,switch3_voltage,switch3_current,switch4_voltage,switch4_current,switch5_voltage,switch5_current,switch6_voltage,switch6_current,switch7_voltage,switch7_current,switch8_voltage,switch8_current,Activity
0.505,99.69066953,0.996906695,100.0099591,0,99.90020953,0,-0.009959065,-0.995906496,0.09979047,0.997904699,0.09979047,0.997904699,99.90020953,0,99.90020953,0,0.09979047,0.997904699,sw1f
0.5075,99.69066953,0.996906695,100.0099591,0,99.90020953,0,-0.009959065,-0.995906496,0.09979047,0.997904699,0.09979047,0.997904699,99.90020953,0,99.90020953,0,0.09979047,0.997904699,sw1f
0.5075,0.099799602,0.000997996,99.899801,0,99.9998002,0,0.100199,0,0.000199799,0.001997992,0.000199799,0.001997992,2.00E-07,2.00E-06,99.9998002,0,99.9999998,0,sw1f
0.51,0.099799602,0.000997996,99.899801,0,99.9998002,0,0.100199,0,0.000199799,0.001997992,0.000199799,0.001997992,2.00E-07,2.00E-06,99.9998002,0,99.9999998,0,sw1f
0.51,-0.099799602,-0.000997996,0.100199,0,0.000199799,0.001997992,99.899801,0,99.9998002,0,2.00E-07,2.00E-06,0.000199799,0.001997992,99.9999998,0,99.9998002,0,sw1f
0.5125,-0.099799602,-0.000997996,0.100199,0,0.000199799,0.001997992,99.899801,0,99.9998002,0,2.00E-07,2.00E-06,0.000199799,0.001997992,99.9999998,0,99.9998002,0,sw1f
0.5125,-99.6915721,-0.996915721,99.90020863,0,0.099791373,0.997913725,0.099791373,0.997913725,99.90020863,0,-0.009053778,-0.99591554,0.099791373,0.997913725,100.0090538,0,99.90020863,0,sw1f
0.515,-99.6915721,-0.996915721,99.90020863,0,0.099791373,0.997913725,0.099791373,0.997913725,99.90020863,0,-0.009053778,-0.99591554,0.099791373,0.997913725,100.0090538,0,99.90020863,0,sw1f
0.515,-199.2027904,-1.992027904,99.80069761,0,0.199302392,1.993023918,0.199302392,1.993023918,99.80069761,0,99.80069761,0,0.199302392,1.993023918,0.199302392,1.993023918,99.80069761,0,sw1f
0.5175,-199.2027904,-1.992027904,99.80069761,0,0.199302392,1.993023918,0.199302392,1.993023918,99.80069761,0,99.80069761,0,0.199302392,1.993023918,0.199302392,1.993023918,99.80069761,0,sw1f
0.5175,-99.6915721,-0.996915721,99.90020863,0,0.099791373,0.997913725,0.099791373,0.997913725,99.90020863,0,-0.009053778,-0.99591554,0.099791373,0.997913725,100.0090538,0,99.90020863,0,sw1f
0.52,-99.6915721,-0.996915721,99.90020863,0,0.099791373,0.997913725,0.099791373,0.997913725,99.90020863,0,-0.009053778,-0.99591554,0.099791373,0.997913725,100.0090538,0,99.90020863,0,sw1f
0.52,-0.099799602,-0.000997996,0.100199,0,0.000199799,0.001997992,99.899801,0,99.9998002,0,2.00E-07,2.00E-06,0.000199799,0.001997992,99.9999998,0,99.9998002,0,sw1f
0.5225,-0.099799602,-0.000997996,0.100199,0,0.000199799,0.001997992,99.899801,0,99.9998002,0,2.00E-07,2.00E-06,0.000199799,0.001997992,99.9999998,0,99.9998002,0,sw1f
0.5225,0.099799602,0.000997996,99.899801,0,99.9998002,0,0.100199,0,0.000199799,0.001997992,0.000199799,0.001997992,2.00E-07,2.00E-06,99.9998002,0,99.9999998,0,sw1f
0.525,0.099799602,0.000997996,99.899801,0,99.9998002,0,0.100199,0,0.000199799,0.001997992,0.000199799,0.001997992,2.00E-07,2.00E-06,99.9998002,0,99.9999998,0,sw1f
0.525,99.69066953,0.996906695,100.0099591,0,99.90020953,0,-0.009959065,-0.995906496,0.09979047,0.997904699,0.09979047,0.997904699,99.90020953,0,99.90020953,0,0.09979047,0.997904699,sw1f
0.5275,99.69066953,0.996906695,100.0099591,0,99.90020953,0,-0.009959065,-0.995906496,0.09979047,0.997904699,0.09979047,0.997904699,99.90020953,0,99.90020953,0,0.09979047,0.997904699,sw1f
0.5275,0.099799602,0.000997996,99.899801,0,99.9998002,0,0.100199,0,0.000199799,0.001997992,0.000199799,0.001997992,2.00E-07,2.00E-06,99.9998002,0,99.9999998,0,sw1f
0.53,0.099799602,0.000997996,99.899801,0,99.9998002,0,0.100199,0,0.000199799,0.001997992,0.000199799,0.001997992,2.00E-07,2.00E-06,99.9998002,0,99.9999998,0,sw1f
0.53,-0.099799602,-0.000997996,0.100199,0,0.000199799,0.001997992,99.899801,0,99.9998002,0,2.00E-07,2.00E-06,0.000199799,0.001997992,99.9999998,0,99.9998002,0,sw1f
0.5325,-0.099799602,-0.000997996,0.100199,0,0.000199799,0.001997992,99.899801,0,99.9998002,0,2.00E-07,2.00E-06,0.000199799,0.001997992,99.9999998,0,99.9998002,0,sw1f
0.5325,-99.6915721,-0.996915721,99.90020863,0,0.099791373,0.997913725,0.099791373,0.997913725,99.90020863,0,-0.009053778,-0.99591554,0.099791373,0.997913725,100.0090538,0,99.90020863,0,sw1f
0.535,-99.6915721,-0.996915721,99.90020863,0,0.099791373,0.997913725,0.099791373,0.997913725,99.90020863,0,-0.009053778,-0.99591554,0.099791373,0.997913725,100.0090538,0,99.90020863,0,sw1f
0.535,-199.2027904,-1.992027904,99.80069761,0,0.199302392,1.993023918,0.199302392,1.993023918,99.80069761,0,99.80069761,0,0.199302392,1.993023918,0.199302392,1.993023918,99.80069761,0,sw1f
0.5375,-199.2027904,-1.992027904,99.80069761,0,0.199302392,1.993023918,0.199302392,1.993023918,99.80069761,0,99.80069761,0,0.199302392,1.993023918,0.199302392,1.993023918,99.80069761,0,sw1f
0.5375,-99.6915721,-0.996915721,99.90020863,0,0.099791373,0.997913725,0.099791373,0.997913725,99.90020863,0,-0.009053778,-0.99591554,0.099791373,0.997913725,100.0090538,0,99.90020863,0,sw1f
0.54,-99.6915721,-0.996915721,99.90020863,0,0.099791373,0.997913725,0.099791373,0.997913725,99.90020863,0,-0.009053778,-0.99591554,0.099791373,0.997913725,100.0090538,0,99.90020863,0,sw1f
0.54,-0.099799602,-0.000997996,0.100199,0,0.000199799,0.001997992,99.899801,0,99.9998002,0,2.00E-07,2.00E-06,0.000199799,0.001997992,99.9999998,0,99.9998002,0,sw1f
0.5425,-0.099799602,-0.000997996,0.100199,0,0.000199799,0.001997992,99.899801,0,99.9998002,0,2.00E-07,2.00E-06,0.000199799,0.001997992,99.9999998,0,99.9998002,0,sw1f
0.5425,0.099799602,0.000997996,99.899801,0,99.9998002,0,0.100199,0,0.000199799,0.001997992,0.000199799,0.001997992,2.00E-07,2.00E-06,99.9998002,0,99.9999998,0,sw1f
0.545,0.099799602,0.000997996,99.899801,0,99.9998002,0,0.100199,0,0.000199799,0.001997992,0.000199799,0.001997992,2.00E-07,2.00E-06,99.9998002,0,99.9999998,0,sw1f
0.545,99.69066953,0.996906695,100.0099591,0,99.90020953,0,-0.009959065,-0.995906496,0.09979047,0.997904699,0.09979047,0.997904699,99.90020953,0,99.90020953,0,0.09979047,0.997904699,sw1f
0.5475,99.69066953,0.996906695,100.0099591,0,99.90020953,0,-0.009959065,-0.995906496,0.09979047,0.997904699,0.09979047,0.997904699,99.90020953,0,99.90020953,0,0.09979047,0.997904699,sw1f
0.5475,0.099799602,0.000997996,99.899801,0,99.9998002,0,0.100199,0,0.000199799,0.001997992,0.000199799,0.001997992,2.00E-07,2.00E-06,99.9998002,0,99.9999998,0,sw1f
0.55,0.099799602,0.000997996,99.899801,0,99.9998002,0,0.100199,0,0.000199799,0.001997992,0.000199799,0.001997992,2.00E-07,2.00E-06,99.9998002,0,99.9999998,0,sw1f
0.55,-0.099799602,-0.000997996,0.100199,0,0.000199799,0.001997992,99.899801,0,99.9998002,0,2.00E-07,2.00E-06,0.000199799,0.001997992,99.9999998,0,99.9998002,0,sw1f
0.5525,-0.099799602,-0.000997996,0.100199,0,0.000199799,0.001997992,99.899801,0,99.9998002,0,2.00E-07,2.00E-06,0.000199799,0.001997992,99.9999998,0,99.9998002,0,sw1f
0.5525,-99.6915721,-0.996915721,99.90020863,0,0.099791373,0.997913725,0.099791373,0.997913725,99.90020863,0,-0.009053778,-0.99591554,0.099791373,0.997913725,100.0090538,0,99.90020863,0,sw1f
0.555,-99.6915721,-0.996915721,99.90020863,0,0.099791373,0.997913725,0.099791373,0.997913725,99.90020863,0,-0.009053778,-0.99591554,0.099791373,0.997913725,100.0090538,0,99.90020863,0,sw1f
0.555,-199.2027904,-1.992027904,99.80069761,0,0.199302392,1.993023918,0.199302392,1.993023918,99.80069761,0,99.80069761,0,0.199302392,1.993023918,0.199302392,1.993023918,99.80069761,0,sw1f
0.5575,-199.2027904,-1.992027904,99.80069761,0,0.199302392,1.993023918,0.199302392,1.993023918,99.80069761,0,99.80069761,0,0.199302392,1.993023918,0.199302392,1.993023918,99.80069761,0,sw1f
0.5575,-99.6915721,-0.996915721,99.90020863,0,0.099791373,0.997913725,0.099791373,0.997913725,99.90020863,0,-0.009053778,-0.99591554,0.099791373,0.997913725,100.0090538,0,99.90020863,0,sw1f
0.56,-99.6915721,-0.996915721,99.90020863,0,0.099791373,0.997913725,0.099791373,0.997913725,99.90020863,0,-0.009053778,-0.99591554,0.099791373,0.997913725,100.0090538,0,99.90020863,0,sw1f
0.56,-0.099799602,-0.000997996,0.100199,0,0.000199799,0.001997992,99.899801,0,99.9998002,0,2.00E-07,2.00E-06,0.000199799,0.001997992,99.9999998,0,99.9998002,0,sw1f
0.5625,-0.099799602,-0.000997996,0.100199,0,0.000199799,0.001997992,99.899801,0,99.9998002,0,2.00E-07,2.00E-06,0.000199799,0.001997992,99.9999998,0,99.9998002,0,sw1f
0.5625,0.099799602,0.000997996,99.899801,0,99.9998002,0,0.100199,0,0.000199799,0.001997992,0.000199799,0.001997992,2.00E-07,2.00E-06,99.9998002,0,99.9999998,0,sw1f
0.565,0.099799602,0.000997996,99.899801,0,99.9998002,0,0.100199,0,0.000199799,0.001997992,0.000199799,0.001997992,2.00E-07,2.00E-06,99.9998002,0,99.9999998,0,sw1f
0.565,99.69066953,0.996906695,100.0099591,0,99.90020953,0,-0.009959065,-0.995906496,0.09979047,0.997904699,0.09979047,0.997904699,99.90020953,0,99.90020953,0,0.09979047,0.997904699,sw1f
0.5675,99.69066953,0.996906695,100.0099591,0,99.90020953,0,-0.009959065,-0.995906496,0.09979047,0.997904699,0.09979047,0.997904699,99.90020953,0,99.90020953,0,0.09979047,0.997904699,sw1f
0.5675,0.099799602,0.000997996,99.899801,0,99.9998002,0,0.100199,0,0.000199799,0.001997992,0.000199799,0.001997992,2.00E-07,2.00E-06,99.9998002,0,99.9999998,0,sw1f
0.57,0.099799602,0.000997996,99.899801,0,99.9998002,0,0.100199,0,0.000199799,0.001997992,0.000199799,0.001997992,2.00E-07,2.00E-06,99.9998002,0,99.9999998,0,sw1f
0.57,-0.099799602,-0.000997996,0.100199,0,0.000199799,0.001997992,99.899801,0,99.9998002,0,2.00E-07,2.00E-06,0.000199799,0.001997992,99.9999998,0,99.9998002,0,sw1f
0.5725,-0.099799602,-0.000997996,0.100199,0,0.000199799,0.001997992,99.899801,0,99.9998002,0,2.00E-07,2.00E-06,0.000199799,0.001997992,99.9999998,0,99.9998002,0,sw1f
0.5725,-99.6915721,-0.996915721,99.90020863,0,0.099791373,0.997913725,0.099791373,0.997913725,99.90020863,0,-0.009053778,-0.99591554,0.099791373,0.997913725,100.0090538,0,99.90020863,0,sw1f
0.575,-99.6915721,-0.996915721,99.90020863,0,0.099791373,0.997913725,0.099791373,0.997913725,99.90020863,0,-0.009053778,-0.99591554,0.099791373,0.997913725,100.0090538,0,99.90020863,0,sw1f
0.575,-199.2027904,-1.992027904,99.80069761,0,0.199302392,1.993023918,0.199302392,1.993023918,99.80069761,0,99.80069761,0,0.199302392,1.993023918,0.199302392,1.993023918,99.80069761,0,sw1f
0.5775,-199.2027904,-1.992027904,99.80069761,0,0.199302392,1.993023918,0.199302392,1.993023918,99.80069761,0,99.80069761,0,0.199302392,1.993023918,0.199302392,1.993023918,99.80069761,0,sw1f
0.5775,-99.6915721,-0.996915721,99.90020863,0,0.099791373,0.997913725,0.099791373,0.997913725,99.90020863,0,-0.009053778,-0.99591554,0.099791373,0.997913725,100.0090538,0,99.90020863,0,sw1f
0.58,-99.6915721,-0.996915721,99.90020863,0,0.099791373,0.997913725,0.099791373,0.997913725,99.90020863,0,-0.009053778,-0.99591554,0.099791373,0.997913725,100.0090538,0,99.90020863,0,sw1f
0.58,-0.099799602,-0.000997996,0.100199,0,0.000199799,0.001997992,99.899801,0,99.9998002,0,2.00E-07,2.00E-06,0.000199799,0.001997992,99.9999998,0,99.9998002,0,sw1f
0.5825,-0.099799602,-0.000997996,0.100199,0,0.000199799,0.001997992,99.899801,0,99.9998002,0,2.00E-07,2.00E-06,0.000199799,0.001997992,99.9999998,0,99.9998002,0,sw1f
0.5825,0.099799602,0.000997996,99.899801,0,99.9998002,0,0.100199,0,0.000199799,0.001997992,0.000199799,0.001997992,2.00E-07,2.00E-06,99.9998002,0,99.9999998,0,sw1f
0.585,0.099799602,0.000997996,99.899801,0,99.9998002,0,0.100199,0,0.000199799,0.001997992,0.000199799,0.001997992,2.00E-07,2.00E-06,99.9998002,0,99.9999998,0,sw1f
0.585,99.69066953,0.996906695,100.0099591,0,99.90020953,0,-0.009959065,-0.995906496,0.09979047,0.997904699,0.09979047,0.997904699,99.90020953,0,99.90020953,0,0.09979047,0.997904699,sw1f
0.5875,99.69066953,0.996906695,100.0099591,0,99.90020953,0,-0.009959065,-0.995906496,0.09979047,0.997904699,0.09979047,0.997904699,99.90020953,0,99.90020953,0,0.09979047,0.997904699,sw1f
0.5875,0.099799602,0.000997996,99.899801,0,99.9998002,0,0.100199,0,0.000199799,0.001997992,0.000199799,0.001997992,2.00E-07,2.00E-06,99.9998002,0,99.9999998,0,sw1f
0.59,0.099799602,0.000997996,99.899801,0,99.9998002,0,0.100199,0,0.000199799,0.001997992,0.000199799,0.001997992,2.00E-07,2.00E-06,99.9998002,0,99.9999998,0,sw1f
0.59,-0.099799602,-0.000997996,0.100199,0,0.000199799,0.001997992,99.899801,0,99.9998002,0,2.00E-07,2.00E-06,0.000199799,0.001997992,99.9999998,0,99.9998002,0,sw1f
0.5925,-0.099799602,-0.000997996,0.100199,0,0.000199799,0.001997992,99.899801,0,99.9998002,0,2.00E-07,2.00E-06,0.000199799,0.001997992,99.9999998,0,99.9998002,0,sw1f
0.5925,-99.6915721,-0.996915721,99.90020863,0,0.099791373,0.997913725,0.099791373,0.997913725,99.90020863,0,-0.009053778,-0.99591554,0.099791373,0.997913725,100.0090538,0,99.90020863,0,sw1f
0.595,-99.6915721,-0.996915721,99.90020863,0,0.099791373,0.997913725,0.099791373,0.997913725,99.90020863,0,-0.009053778,-0.99591554,0.099791373,0.997913725,100.0090538,0,99.90020863,0,sw1f
0.595,-199.2027904,-1.992027904,99.80069761,0,0.199302392,1.993023918,0.199302392,1.993023918,99.80069761,0,99.80069761,0,0.199302392,1.993023918,0.199302392,1.993023918,99.80069761,0,sw1f
0.5975,-199.2027904,-1.992027904,99.80069761,0,0.199302392,1.993023918,0.199302392,1.993023918,99.80069761,0,99.80069761,0,0.199302392,1.993023918,0.199302392,1.993023918,99.80069761,0,sw1f
0.5975,-99.6915721,-0.996915721,99.90020863,0,0.099791373,0.997913725,0.099791373,0.997913725,99.90020863,0,-0.009053778,-0.99591554,0.099791373,0.997913725,100.0090538,0,99.90020863,0,sw1f
0.6,-99.6915721,-0.996915721,99.90020863,0,0.099791373,0.997913725,0.099791373,0.997913725,99.90020863,0,-0.009053778,-0.99591554,0.099791373,0.997913725,100.0090538,0,99.90020863,0,sw1f
0.6,-0.099799602,-0.000997996,0.100199,0,0.000199799,0.001997992,99.899801,0,99.9998002,0,2.00E-07,2.00E-06,0.000199799,0.001997992,99.9999998,0,99.9998002,0,sw1f
0.6025,-0.099799602,-0.000997996,0.100199,0,0.000199799,0.001997992,99.899801,0,99.9998002,0,2.00E-07,2.00E-06,0.000199799,0.001997992,99.9999998,0,99.9998002,0,sw1f
0.6025,0.099799602,0.000997996,99.899801,0,99.9998002,0,0.100199,0,0.000199799,0.001997992,0.000199799,0.001997992,2.00E-07,2.00E-06,99.9998002,0,99.9999998,0,sw1f
0.605,0.099799602,0.000997996,99.899801,0,99.9998002,0,0.100199,0,0.000199799,0.001997992,0.000199799,0.001997992,2.00E-07,2.00E-06,99.9998002,0,99.9999998,0,sw1f
0.605,99.69066953,0.996906695,100.0099591,0,99.90020953,0,-0.009959065,-0.995906496,0.09979047,0.997904699,0.09979047,0.997904699,99.90020953,0,99.90020953,0,0.09979047,0.997904699,sw1f
0.6075,99.69066953,0.996906695,100.0099591,0,99.90020953,0,-0.009959065,-0.995906496,0.09979047,0.997904699,0.09979047,0.997904699,99.90020953,0,99.90020953,0,0.09979047,0.997904699,sw1f
0.6075,0.099799602,0.000997996,99.899801,0,99.9998002,0,0.100199,0,0.000199799,0.001997992,0.000199799,0.001997992,2.00E-07,2.00E-06,99.9998002,0,99.9999998,0,sw1f
0.61,0.099799602,0.000997996,99.899801,0,99.9998002,0,0.100199,0,0.000199799,0.001997992,0.000199799,0.001997992,2.00E-07,2.00E-06,99.9998002,0,99.9999998,0,sw1f
0.61,-0.099799602,-0.000997996,0.100199,0,0.000199799,0.001997992,99.899801,0,99.9998002,0,2.00E-07,2.00E-06,0.000199799,0.001997992,99.9999998,0,99.9998002,0,sw1f
0.6125,-0.099799602,-0.000997996,0.100199,0,0.000199799,0.001997992,99.899801,0,99.9998002,0,2.00E-07,2.00E-06,0.000199799,0.001997992,99.9999998,0,99.9998002,0,sw1f
0.6125,-99.6915721,-0.996915721,99.90020863,0,0.099791373,0.997913725,0.099791373,0.997913725,99.90020863,0,-0.009053778,-0.99591554,0.099791373,0.997913725,100.0090538,0,99.90020863,0,sw1f
0.615,-99.6915721,-0.996915721,99.90020863,0,0.099791373,0.997913725,0.099791373,0.997913725,99.90020863,0,-0.009053778,-0.99591554,0.099791373,0.997913725,100.0090538,0,99.90020863,0,sw1f
0.615,-199.2027904,-1.992027904,99.80069761,0,0.199302392,1.993023918,0.199302392,1.993023918,99.80069761,0,99.80069761,0,0.199302392,1.993023918,0.199302392,1.993023918,99.80069761,0,sw1f
0.6175,-199.2027904,-1.992027904,99.80069761,0,0.199302392,1.993023918,0.199302392,1.993023918,99.80069761,0,99.80069761,0,0.199302392,1.993023918,0.199302392,1.993023918,99.80069761,0,sw1f
0.6175,-99.6915721,-0.996915721,99.90020863,0,0.099791373,0.997913725,0.099791373,0.997913725,99.90020863,0,-0.009053778,-0.99591554,0.099791373,0.997913725,100.0090538,0,99.90020863,0,sw1f
0.62,-99.6915721,-0.996915721,99.90020863,0,0.099791373,0.997913725,0.099791373,0.997913725,99.90020863,0,-0.009053778,-0.99591554,0.099791373,0.997913725,100.0090538,0,99.90020863,0,sw1f
0.62,-0.099799602,-0.000997996,0.100199,0,0.000199799,0.001997992,99.899801,0,99.9998002,0,2.00E-07,2.00E-06,0.000199799,0.001997992,99.9999998,0,99.9998002,0,sw1f
0.6225,-0.099799602,-0.000997996,0.100199,0,0.000199799,0.001997992,99.899801,0,99.9998002,0,2.00E-07,2.00E-06,0.000199799,0.001997992,99.9999998,0,99.9998002,0,sw1f
0.6225,0.099799602,0.000997996,99.899801,0,99.9998002,0,0.100199,0,0.000199799,0.001997992,0.000199799,0.001997992,2.00E-07,2.00E-06,99.9998002,0,99.9999998,0,sw1f
0.625,0.099799602,0.000997996,99.899801,0,99.9998002,0,0.100199,0,0.000199799,0.001997992,0.000199799,0.001997992,2.00E-07,2.00E-06,99.9998002,0,99.9999998,0,sw1f
0.625,99.69066953,0.996906695,100.0099591,0,99.90020953,0,-0.009959065,-0.995906496,0.09979047,0.997904699,0.09979047,0.997904699,99.90020953,0,99.90020953,0,0.09979047,0.997904699,sw1f
0.6275,99.69066953,0.996906695,100.0099591,0,99.90020953,0,-0.009959065,-0.995906496,0.09979047,0.997904699,0.09979047,0.997904699,99.90020953,0,99.90020953,0,0.09979047,0.997904699,sw1f
0.6275,0.099799602,0.000997996,99.899801,0,99.9998002,0,0.100199,0,0.000199799,0.001997992,0.000199799,0.001997992,2.00E-07,2.00E-06,99.9998002,0,99.9999998,0,sw1f
0.63,0.099799602,0.000997996,99.899801,0,99.9998002,0,0.100199,0,0.000199799,0.001997992,0.000199799,0.001997992,2.00E-07,2.00E-06,99.9998002,0,99.9999998,0,sw1f
0.63,-0.099799602,-0.000997996,0.100199,0,0.000199799,0.001997992,99.899801,0,99.9998002,0,2.00E-07,2.00E-06,0.000199799,0.001997992,99.9999998,0,99.9998002,0,sw1f
0.6325,-0.099799602,-0.000997996,0.100199,0,0.000199799,0.001997992,99.899801,0,99.9998002,0,2.00E-07,2.00E-06,0.000199799,0.001997992,99.9999998,0,99.9998002,0,sw1f
0.6325,-99.6915721,-0.996915721,99.90020863,0,0.099791373,0.997913725,0.099791373,0.997913725,99.90020863,0,-0.009053778,-0.99591554,0.099791373,0.997913725,100.0090538,0,99.90020863,0,sw1f
0.635,-99.6915721,-0.996915721,99.90020863,0,0.099791373,0.997913725,0.099791373,0.997913725,99.90020863,0,-0.009053778,-0.99591554,0.099791373,0.997913725,100.0090538,0,99.90020863,0,sw1f
0.635,-199.2027904,-1.992027904,99.80069761,0,0.199302392,1.993023918,0.199302392,1.993023918,99.80069761,0,99.80069761,0,0.199302392,1.993023918,0.199302392,1.993023918,99.80069761,0,sw1f
0.6375,-199.2027904,-1.992027904,99.80069761,0,0.199302392,1.993023918,0.199302392,1.993023918,99.80069761,0,99.80069761,0,0.199302392,1.993023918,0.199302392,1.993023918,99.80069761,0,sw1f
0.6375,-99.6915721,-0.996915721,99.90020863,0,0.099791373,0.997913725,0.099791373,0.997913725,99.90020863,0,-0.009053778,-0.99591554,0.099791373,0.997913725,100.0090538,0,99.90020863,0,sw1f
0.64,-99.6915721,-0.996915721,99.90020863,0,0.099791373,0.997913725,0.099791373,0.997913725,99.90020863,0,-0.009053778,-0.99591554,0.099791373,0.997913725,100.0090538,0,99.90020863,0,sw1f
0.64,-0.099799602,-0.000997996,0.100199,0,0.000199799,0.001997992,99.899801,0,99.9998002,0,2.00E-07,2.00E-06,0.000199799,0.001997992,99.9999998,0,99.9998002,0,sw1f
0.6425,-0.099799602,-0.000997996,0.100199,0,0.000199799,0.001997992,99.899801,0,99.9998002,0,2.00E-07,2.00E-06,0.000199799,0.001997992,99.9999998,0,99.9998002,0,sw1f
0.6425,0.099799602,0.000997996,99.899801,0,99.9998002,0,0.100199,0,0.000199799,0.001997992,0.000199799,0.001997992,2.00E-07,2.00E-06,99.9998002,0,99.9999998,0,sw1f
0.645,0.099799602,0.000997996,99.899801,0,99.9998002,0,0.100199,0,0.000199799,0.001997992,0.000199799,0.001997992,2.00E-07,2.00E-06,99.9998002,0,99.9999998,0,sw1f
0.645,99.69066953,0.996906695,100.0099591,0,99.90020953,0,-0.009959065,-0.995906496,0.09979047,0.997904699,0.09979047,0.997904699,99.90020953,0,99.90020953,0,0.09979047,0.997904699,sw1f
0.6475,99.69066953,0.996906695,100.0099591,0,99.90020953,0,-0.009959065,-0.995906496,0.09979047,0.997904699,0.09979047,0.997904699,99.90020953,0,99.90020953,0,0.09979047,0.997904699,sw1f
0.6475,0.099799602,0.000997996,99.899801,0,99.9998002,0,0.100199,0,0.000199799,0.001997992,0.000199799,0.001997992,2.00E-07,2.00E-06,99.9998002,0,99.9999998,0,sw1f
0.65,0.099799602,0.000997996,99.899801,0,99.9998002,0,0.100199,0,0.000199799,0.001997992,0.000199799,0.001997992,2.00E-07,2.00E-06,99.9998002,0,99.9999998,0,sw1f
0.65,-0.099799602,-0.000997996,0.100199,0,0.000199799,0.001997992,99.899801,0,99.9998002,0,2.00E-07,2.00E-06,0.000199799,0.001997992,99.9999998,0,99.9998002,0,sw1f
0.6525,-0.099799602,-0.000997996,0.100199,0,0.000199799,0.001997992,99.899801,0,99.9998002,0,2.00E-07,2.00E-06,0.000199799,0.001997992,99.9999998,0,99.9998002,0,sw1f
0.6525,-99.6915721,-0.996915721,99.90020863,0,0.099791373,0.997913725,0.099791373,0.997913725,99.90020863,0,-0.009053778,-0.99591554,0.099791373,0.997913725,100.0090538,0,99.90020863,0,sw1f
0.655,-99.6915721,-0.996915721,99.90020863,0,0.099791373,0.997913725,0.099791373,0.997913725,99.90020863,0,-0.009053778,-0.99591554,0.099791373,0.997913725,100.0090538,0,99.90020863,0,sw1f
0.655,-199.2027904,-1.992027904,99.80069761,0,0.199302392,1.993023918,0.199302392,1.993023918,99.80069761,0,99.80069761,0,0.199302392,1.993023918,0.199302392,1.993023918,99.80069761,0,sw1f
0.6575,-199.2027904,-1.992027904,99.80069761,0,0.199302392,1.993023918,0.199302392,1.993023918,99.80069761,0,99.80069761,0,0.199302392,1.993023918,0.199302392,1.993023918,99.80069761,0,sw1f
0.6575,-99.6915721,-0.996915721,99.90020863,0,0.099791373,0.997913725,0.099791373,0.997913725,99.90020863,0,-0.009053778,-0.99591554,0.099791373,0.997913725,100.0090538,0,99.90020863,0,sw1f
0.66,-99.6915721,-0.996915721,99.90020863,0,0.099791373,0.997913725,0.099791373,0.997913725,99.90020863,0,-0.009053778,-0.99591554,0.099791373,0.997913725,100.0090538,0,99.90020863,0,sw1f
0.66,-0.099799602,-0.000997996,0.100199,0,0.000199799,0.001997992,99.899801,0,99.9998002,0,2.00E-07,2.00E-06,0.000199799,0.001997992,99.9999998,0,99.9998002,0,sw1f
0.6625,-0.099799602,-0.000997996,0.100199,0,0.000199799,0.001997992,99.899801,0,99.9998002,0,2.00E-07,2.00E-06,0.000199799,0.001997992,99.9999998,0,99.9998002,0,sw1f
0.6625,0.099799602,0.000997996,99.899801,0,99.9998002,0,0.100199,0,0.000199799,0.001997992,0.000199799,0.001997992,2.00E-07,2.00E-06,99.9998002,0,99.9999998,0,sw1f
0.665,0.099799602,0.000997996,99.899801,0,99.9998002,0,0.100199,0,0.000199799,0.001997992,0.000199799,0.001997992,2.00E-07,2.00E-06,99.9998002,0,99.9999998,0,sw1f
0.665,99.69066953,0.996906695,100.0099591,0,99.90020953,0,-0.009959065,-0.995906496,0.09979047,0.997904699,0.09979047,0.997904699,99.90020953,0,99.90020953,0,0.09979047,0.997904699,sw1f
0.6675,99.69066953,0.996906695,100.0099591,0,99.90020953,0,-0.009959065,-0.995906496,0.09979047,0.997904699,0.09979047,0.997904699,99.90020953,0,99.90020953,0,0.09979047,0.997904699,sw1f
0.6675,0.099799602,0.000997996,99.899801,0,99.9998002,0,0.100199,0,0.000199799,0.001997992,0.000199799,0.001997992,2.00E-07,2.00E-06,99.9998002,0,99.9999998,0,sw1f
0.67,0.099799602,0.000997996,99.899801,0,99.9998002,0,0.100199,0,0.000199799,0.001997992,0.000199799,0.001997992,2.00E-07,2.00E-06,99.9998002,0,99.9999998,0,sw1f
0.67,-0.099799602,-0.000997996,0.100199,0,0.000199799,0.001997992,99.899801,0,99.9998002,0,2.00E-07,2.00E-06,0.000199799,0.001997992,99.9999998,0,99.9998002,0,sw1f
0.6725,-0.099799602,-0.000997996,0.100199,0,0.000199799,0.001997992,99.899801,0,99.9998002,0,2.00E-07,2.00E-06,0.000199799,0.001997992,99.9999998,0,99.9998002,0,sw1f
0.6725,-99.6915721,-0.996915721,99.90020863,0,0.099791373,0.997913725,0.099791373,0.997913725,99.90020863,0,-0.009053778,-0.99591554,0.099791373,0.997913725,100.0090538,0,99.90020863,0,sw1f
0.675,-99.6915721,-0.996915721,99.90020863,0,0.099791373,0.997913725,0.099791373,0.997913725,99.90020863,0,-0.009053778,-0.99591554,0.099791373,0.997913725,100.0090538,0,99.90020863,0,sw1f
